Metabolite,NPC.superclass,NPC.class,NPC.pathway,ClassyFire.superclass,ClassyFire.class,ClassyFire.subclass,ClassyFire.level.5
16992,Nucleosides,Purine nucleos(t)ides,Carbohydrates,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17233,Linear polyketides,Erythromycins,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminosaccharides
17050,Glycerolipids,Triacylglycerols,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
17061,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,NA,NA
17017,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
16972,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
17103,Linear polyketides,Lipopeptides,Polyketides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,NA
17944,Macrolides,Erythromycins,Polyketides,Phenylpropanoids and polyketides,Macrolides and analogues,NA,NA
17035,Triterpenoids,Macrolide lactones,Polyketides,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,NA
17242,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
17097,Triterpenoids,Serratane triterpenoids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,NA
17142,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,NA
17126,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Neutral glycosphingolipids
17173,Oligopeptides,Open-chain polyketides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17117,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
17148,Amino acid glycosides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17123,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Alkyl glycosides
17045,Fatty amides,Lipopeptides,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
17124,Glycerolipids,Triacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,NA
17170,Glycerolipids,Glycosyldiacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,NA,NA
16887,Linear polyketides,Open-chain polyketides,Polyketides,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
17058,Fatty esters,Wax diesters,Terpenoids,Benzenoids,Benzene and substituted derivatives,Phenoxy compounds,NA
17171,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
17244,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
17312,Sphingolipids,Open-chain polyketides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,NA
17195,Fatty amides,N-acyl amines,Alkaloids,Lipids and lipid-like molecules,Fatty Acyls,NA,NA
17273,Linear polyketides,Open-chain polyketides,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17334,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,"1-(1Z-alkenyl),2-acyl-glycerophosphocholines"
17278,Fatty esters,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
17313,Diterpenoids,Cholane steroids,Alkaloids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
17274,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17425,Steroids,Cholestane steroids,Fatty acids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA
17256,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17254,Glycerolipids,Triacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,NA
17229,Steroids,Open-chain polyketides,Terpenoids,Lipids and lipid-like molecules,NA,NA,NA
17296,Fatty esters,Wax monoesters,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
17498,Pseudoalkaloids,Marine-bacterial DPEs,Alkaloids,Benzenoids,Benzene and substituted derivatives,NA,NA
17331,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,NA
17128,Glycerolipids,Macrotetrolides,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds
17347,Fatty acyls,Fatty alcohols,Fatty acids,Organic nitrogen compounds,Organonitrogen compounds,Aminoxides,Long-chain alkyl amine oxides
17388,Linear polyketides,Open-chain polyketides,Polyketides,Phenylpropanoids and polyketides,Macrolides and analogues,NA,NA
17418,Linear polyketides,Open-chain polyketides,Polyketides,Lipids and lipid-like molecules,Fatty Acyls,NA,NA
17393,Macrolides,Erythromycins,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17324,Sphingolipids,Open-chain polyketides,Polyketides,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA
17025,Linear polyketides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,NA
17428,Glycerolipids,Triacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17337,Glycerolipids,Triacylglycerols,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,NA
17397,Glycerolipids,Triacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17360,Sphingolipids,Open-chain polyketides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,NA
17362,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,NA,NA
17236,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,NA,NA
17299,Glycerolipids,Glycosyldiacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds
17247,Sphingolipids,Ceramides,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
17408,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
17201,Sphingolipids,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17657,Fatty amides,Lipopeptides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17427,Peptide alkaloids,Cyclic peptides,Polyketides,Benzenoids,NA,NA,NA
17402,Triterpenoids,Cholestane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,NA
17437,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17424,Guanidine alkaloids,Acyclic guanidine alkaloids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
17405,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA
17473,Linear polyketides,Open-chain polyketides,Polyketides,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
17600,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,NA,NA
17471,Glycerolipids,Macrotetrolides,Polyketides,Lipids and lipid-like molecules,Glycerolipids,NA,NA
17430,Glycerolipids,Triacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,NA
17672,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Phosphatidylcholines
17654,Steroids,Open-chain polyketides,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17524,Glycerolipids,Glycosyldiacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds
17472,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
17108,Oligopeptides,Depsipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17454,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,NA
17610,Fatty amides,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
17544,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17556,Sphingolipids,Ceramides,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,NA,NA
17563,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,NA
17485,Macrolides,Erythromycins,Polyketides,Organoheterocyclic compounds,Oxanes,NA,NA
17584,Triterpenoids,Triacylglycerols,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,NA
17622,Sphingolipids,Ceramides,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Long-chain ceramides
17597,Histidine alkaloids,Imidazole alkaloids,Alkaloids,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Bilirubins,NA
17483,Tryptophan alkaloids,Quinoline alkaloids,Alkaloids,Organoheterocyclic compounds,Indoles and derivatives,Indoles,NA
17688,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Phosphatidylcholines
17598,Tryptophan alkaloids,Simple indole alkaloids,Alkaloids,Organoheterocyclic compounds,Indoles and derivatives,Indolines,NA
17575,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
17570,Tryptophan alkaloids,Pyrroloquinoline alkaloids,Alkaloids,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,NA
17583,Tryptophan alkaloids,Pyridine alkaloids,Alkaloids,Organoheterocyclic compounds,Tetrapyrroles and derivatives,NA,NA
17529,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
17582,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
17546,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
18044,Glycerolipids,Macrotetrolides,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds
17684,Diterpenoids,Open-chain polyketides,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17609,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
17601,Macrolides,Erythromycins,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17356,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
17686,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17345,Pseudoalkaloids,Purine alkaloids,Alkaloids,Organoheterocyclic compounds,Azoles,Imidazoles,NA
17666,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Phosphatidylcholines
17645,Glycerolipids,Triacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17287,Macrolides,Triacylglycerols,Fatty acids,Phenylpropanoids and polyketides,Macrolides and analogues,NA,NA
17661,Macrolides,Triacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Carboxylic acid amides
17679,Fatty amides,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
17623,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Phosphatidylcholines
17658,Sphingolipids,Triacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17663,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides
17675,Glycerolipids,Macrotetrolides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,NA
17707,Glycerophospholipids,Glycerophosphocholines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Phosphatidylcholines
17311,Fatty esters,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17717,Fatty amides,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
17784,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
17665,Ornithine alkaloids,Erythromycins,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminosaccharides
17769,Linear polyketides,Open-chain polyketides,Polyketides,Phenylpropanoids and polyketides,Macrolides and analogues,NA,NA
17649,Glycerolipids,Triacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17877,Sphingolipids,Open-chain polyketides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17715,Sphingolipids,Ceramides,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Ceramides,NA
17808,Fatty esters,Fatty acid estolides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17301,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17729,Linear polyketides,Cyclic peptides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17833,Oligopeptides,Depsipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17757,Fatty amides,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
17799,Glycerolipids,Macrotetrolides,Fatty acids,Phenylpropanoids and polyketides,Macrolides and analogues,NA,NA
17372,Linear polyketides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17724,Glycerophospholipids,Glycerophosphoethanolamines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines
17828,Ornithine alkaloids,Polyamines,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17800,Glycerolipids,Glycosyldiacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds
17780,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
17795,Steroids,Triacylglycerols,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,NA
17735,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
17826,Linear polyketides,Open-chain polyketides,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17855,Triterpenoids,Ursane and Taraxastane triterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,NA
17721,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,NA,NA
17811,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17852,Oligopeptides,Cyclic peptides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17973,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Neutral glycosphingolipids
17830,Carotenoids (C50),Macrotetrolides,Polyketides,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds
17968,Linear polyketides,Macrotetrolides,Polyketides,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
17865,Linear polyketides,N-acyl amines,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18057,Triterpenoids,Simple phenolic acids,Terpenoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,NA
17862,Fatty amides,Monoacylglycerols,Fatty acids,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines
17787,Oligopeptides,Polyamines,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17858,Glycerolipids,Triacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17947,Glycerolipids,Diacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17851,Apocarotenoids,Diacylglycerols,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,NA,NA
17880,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17924,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
17845,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18066,Macrolides,Macrotetrolides,Polyketides,Phenylpropanoids and polyketides,Macrolides and analogues,NA,NA
17925,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,NA,NA
17985,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17496,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
17772,Meroterpenoids,Open-chain polyketides,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
17931,Sphingolipids,Erythromycins,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminosaccharides
17995,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
17493,Linear polyketides,Open-chain polyketides,Polyketides,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
17890,Linear polyketides,Open-chain polyketides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17863,Glycerolipids,Triacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18062,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
17659,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
17545,Sesquiterpenoids,Open-chain polyketides,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
17966,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
17972,Ornithine alkaloids,Polyamines,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18029,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
17970,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
18035,Triterpenoids,Cholestane steroids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,NA
18145,Glycerophospholipids,Glycerophosphoethanolamines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines
17568,Fatty amides,N-acyl amines,Fatty acids,Benzenoids,Benzene and substituted derivatives,NA,NA
18021,Fatty amides,N-acyl amines,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18193,Oligopeptides,Labdane diterpenoids,Polyketides,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA
18313,Glycerolipids,Triacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,NA
17930,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Neutral glycosphingolipids
18020,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Alkyl glycosides
18453,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
18007,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
18132,Lysine alkaloids,Piperidine alkaloids,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18588,Linear polyketides,Erythromycins,Amino acids and Peptides,Phenylpropanoids and polyketides,Macrolides and analogues,NA,NA
18090,Fatty esters,Wax monoesters,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
17939,Steroids,Cholestane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,NA
18502,Glycerolipids,Glycosyldiacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides
18503,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
18110,Sphingolipids,Ceramides,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Ceramides,NA
17994,Linear polyketides,Open-chain polyketides,Polyketides,Lipids and lipid-like molecules,Fatty Acyls,NA,NA
18038,Diterpenoids,Menthane monoterpenoids,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Carboxylic acid esters
18056,Glycerolipids,Wax monoesters,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Carboxylic acid esters
18039,Macrolides,Erythromycins,Polyketides,Organoheterocyclic compounds,Oxanes,NA,NA
18225,Linear polyketides,Macrotetrolides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18103,Flavonoids,Flavonols,Shikimates and Phenylpropanoids,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides
18146,Oligopeptides,Cyclic peptides,Polyketides,Phenylpropanoids and polyketides,Macrolides and analogues,NA,NA
18307,Fatty esters,Wax monoesters,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17742,Linear polyketides,Open-chain polyketides,Amino acids and Peptides,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
18204,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,NA,NA
18142,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,NA,NA
18323,Oligopeptides,Lipopeptides,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
18294,Linear polyketides,Macrolide lactones,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,NA
18302,Glycerolipids,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18207,Diterpenoids,Open-chain polyketides,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18257,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
18000,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
18322,Phenolic acids (C6-C1),Simple phenolic acids,Terpenoids,Benzenoids,Naphthalenes,NA,NA
18401,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,NA
18329,Linear polyketides,Open-chain polyketides,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
18194,Linear polyketides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
